uuid,path,date,r,g,b
EF3B9F65-D888-44BB-8E69-556DAFAB4758,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/EF3B9F65-D888-44BB-8E69-556DAFAB4758.jpeg,2024-06-06 13:10:04.542000+09:00,121,96,81
6B7C3212-6B44-4DE4-B596-23FCB45249F7,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/6B7C3212-6B44-4DE4-B596-23FCB45249F7.jpeg,2024-06-06 13:10:05.100000+09:00,121,96,80
9A40AD97-AA42-4E91-8DDD-B32E370FDFE2,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/9/9A40AD97-AA42-4E91-8DDD-B32E370FDFE2.jpeg,2024-06-06 13:10:05.791000+09:00,120,96,81
A86E4C9A-2B37-4FCE-AE32-2EED6DC60F70,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/A86E4C9A-2B37-4FCE-AE32-2EED6DC60F70.jpeg,2024-06-06 13:10:06.340000+09:00,118,94,80
0CE13B49-6902-4567-88F4-937F94AF32A7,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/0CE13B49-6902-4567-88F4-937F94AF32A7.jpeg,2024-06-06 13:10:06.934000+09:00,121,97,83
1B76AF93-1DE8-4E7C-93D3-86B24CE5D8F4,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/1B76AF93-1DE8-4E7C-93D3-86B24CE5D8F4.jpeg,2024-06-06 13:10:22.343000+09:00,129,97,73
631217DF-9E9F-4EA6-9E5E-57E5313381C5,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/631217DF-9E9F-4EA6-9E5E-57E5313381C5.jpeg,2024-06-06 13:10:31.169000+09:00,114,86,68
14F08EDB-3025-421F-B838-F8359F69F1CE,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/14F08EDB-3025-421F-B838-F8359F69F1CE.jpeg,2024-06-06 13:13:23.256000+09:00,181,160,139
0C95971E-A46A-424E-B767-0867EFC92D24,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/0C95971E-A46A-424E-B767-0867EFC92D24.jpeg,2024-06-06 13:22:02.317000+09:00,185,186,190
DEB9FE09-9DB5-41CA-88BD-1BBA7791BEFA,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/DEB9FE09-9DB5-41CA-88BD-1BBA7791BEFA.jpeg,2024-06-06 13:36:30.050000+09:00,171,167,158
66953858-C0EC-487F-965E-32885F0F0E1D,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/66953858-C0EC-487F-965E-32885F0F0E1D.jpeg,2024-06-06 13:36:31.517000+09:00,146,144,134
8654401D-3ACD-4A3E-99AB-122D002032D0,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/8/8654401D-3ACD-4A3E-99AB-122D002032D0.jpeg,2024-06-06 14:14:12.840000+09:00,76,84,59
0AF717BE-3E53-45E3-BEC2-F01F56097676,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/0AF717BE-3E53-45E3-BEC2-F01F56097676.jpeg,2024-06-06 14:16:08.930000+09:00,196,180,165
90CD5302-8E51-4C5F-B4CC-48C661D34C43,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/9/90CD5302-8E51-4C5F-B4CC-48C661D34C43.jpeg,2024-06-06 14:16:31.847000+09:00,111,98,51
10ECB87F-3DFC-4043-B831-07FBE7BFC873,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/10ECB87F-3DFC-4043-B831-07FBE7BFC873.jpeg,2024-06-06 14:16:34.314000+09:00,134,128,91
A1852CD3-0EBE-4CE4-8EFA-B09DB0C1ABB2,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/A1852CD3-0EBE-4CE4-8EFA-B09DB0C1ABB2.jpeg,2024-06-06 14:17:05.490000+09:00,125,123,87
511AEF56-7124-473B-BAAD-12649F6AFBBF,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/5/511AEF56-7124-473B-BAAD-12649F6AFBBF.jpeg,2024-06-06 14:17:07.958000+09:00,114,107,70
1EC13BDB-683A-4FE3-A042-793D9F6AB7B1,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/1EC13BDB-683A-4FE3-A042-793D9F6AB7B1.jpeg,2024-06-06 14:17:19.928000+09:00,120,106,46
552AC630-8BFF-4645-A1C1-695645360B94,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/5/552AC630-8BFF-4645-A1C1-695645360B94.jpeg,2024-06-06 14:17:27.275000+09:00,178,160,138
A9944275-08D1-48E6-BAF4-B7DDC5A47360,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/A9944275-08D1-48E6-BAF4-B7DDC5A47360.jpeg,2024-06-06 14:17:32.742000+09:00,131,121,81
CEDA7BFA-5F2E-4657-BCBF-2B16765E0779,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/CEDA7BFA-5F2E-4657-BCBF-2B16765E0779.jpeg,2024-06-06 14:17:37.534000+09:00,107,97,53
AB8BA0D0-D7BB-4241-B52A-BFC460551DBD,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/AB8BA0D0-D7BB-4241-B52A-BFC460551DBD.jpeg,2024-06-06 14:21:54.161000+09:00,71,77,40
B9360E9A-359F-4A1E-8BF7-046BF8D08758,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B9360E9A-359F-4A1E-8BF7-046BF8D08758.jpeg,2024-06-06 14:22:44.702000+09:00,67,79,42
B018E252-D7A2-4705-9B12-4E0F0B10B9C8,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B018E252-D7A2-4705-9B12-4E0F0B10B9C8.jpeg,2024-06-06 14:23:25.116000+09:00,77,84,35
C6847DF1-C445-462F-93EA-3DEEB1241232,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/C6847DF1-C445-462F-93EA-3DEEB1241232.jpeg,2024-06-06 14:23:38.078000+09:00,81,88,35
EB93552A-2F5E-4D9D-A746-49DD6E6AD88A,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/EB93552A-2F5E-4D9D-A746-49DD6E6AD88A.jpeg,2024-06-06 14:23:40.432000+09:00,107,110,38
4E2E1BC2-6836-499D-BCBF-DCE405482155,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/4/4E2E1BC2-6836-499D-BCBF-DCE405482155.jpeg,2024-06-06 14:24:11.566000+09:00,67,74,40
E34DB9EB-9C97-4CE5-99F8-3E65FE62234F,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/E34DB9EB-9C97-4CE5-99F8-3E65FE62234F.jpeg,2024-06-06 14:24:32.366000+09:00,68,77,35
F994BA48-DD3E-4CE0-BF08-4F4D294CE5A2,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/F994BA48-DD3E-4CE0-BF08-4F4D294CE5A2.jpeg,2024-06-06 14:24:46.120000+09:00,68,76,56
079EDA78-E35C-4377-AAC2-B9EE77D15B98,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/079EDA78-E35C-4377-AAC2-B9EE77D15B98.jpeg,2024-06-06 14:25:00.167000+09:00,106,117,48
1B3A5839-F635-408D-82C8-5DBAF89501C7,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/1B3A5839-F635-408D-82C8-5DBAF89501C7.jpeg,2024-06-06 14:27:11.755000+09:00,163,146,141
6FE49F20-39B6-4151-918F-5678FB2378E0,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/6FE49F20-39B6-4151-918F-5678FB2378E0.jpeg,2024-06-06 14:27:14.580000+09:00,115,113,71
B1F16D20-D12F-4634-8B20-AA78293F96C2,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B1F16D20-D12F-4634-8B20-AA78293F96C2.jpeg,2024-06-06 14:27:46.743000+09:00,136,153,99
E7B9497E-041F-4993-A725-EE1C61B8AEEC,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/E7B9497E-041F-4993-A725-EE1C61B8AEEC.jpeg,2024-06-06 14:28:03.787000+09:00,109,116,70
4C3CFE01-8A2B-424F-B076-0799E1B42893,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/4/4C3CFE01-8A2B-424F-B076-0799E1B42893.jpeg,2024-06-06 14:28:14.348000+09:00,178,174,188
8D513764-8CD7-4F0E-B1C7-2E58E65980FC,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/8/8D513764-8CD7-4F0E-B1C7-2E58E65980FC.jpeg,2024-06-06 14:34:57.289000+09:00,61,65,50
F9242338-17E9-4169-988E-1F9A53EAEF93,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/F9242338-17E9-4169-988E-1F9A53EAEF93.jpeg,2024-06-06 14:35:50.448000+09:00,195,179,173
06625C54-7C39-4484-BABD-DBDDD5677ABB,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/06625C54-7C39-4484-BABD-DBDDD5677ABB.jpeg,2024-06-06 14:36:01.523000+09:00,68,75,44
2EC161EA-ACC3-4173-8B1F-C4325B21444B,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/2EC161EA-ACC3-4173-8B1F-C4325B21444B.jpeg,2024-06-06 14:36:27.568000+09:00,76,80,49
0F71DBFF-D71D-4C79-B4C4-A3BE50FC98AD,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/0F71DBFF-D71D-4C79-B4C4-A3BE50FC98AD.jpeg,2024-06-06 14:36:35.102000+09:00,64,74,50
C76436CC-D2FE-4FFA-9A0A-CCDEA586FA46,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/C76436CC-D2FE-4FFA-9A0A-CCDEA586FA46.jpeg,2024-06-06 14:36:44.842000+09:00,74,70,51
C0D15692-2B65-4B2B-9FE3-BFE2445111A6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/C0D15692-2B65-4B2B-9FE3-BFE2445111A6.jpeg,2024-06-06 14:38:08.867000+09:00,176,169,167
FC1D88B8-8B58-48AE-8E53-CDDFD55776A9,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/FC1D88B8-8B58-48AE-8E53-CDDFD55776A9.jpeg,2024-06-06 14:38:09.830000+09:00,181,176,177
0DC6E285-839C-4A90-BF2A-2EF738AA9413,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/0DC6E285-839C-4A90-BF2A-2EF738AA9413.jpeg,2024-06-06 14:38:10.999000+09:00,177,167,166
7B646121-F120-41ED-912F-749988739099,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/7/7B646121-F120-41ED-912F-749988739099.jpeg,2024-06-06 14:38:23.055000+09:00,71,67,40
49B25A17-3B2F-46CA-AB5B-7DC0F810FD72,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/4/49B25A17-3B2F-46CA-AB5B-7DC0F810FD72.jpeg,2024-06-06 14:39:22.954000+09:00,110,115,75
646726BD-0144-4C08-A7A2-9E4291AE6DA4,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/646726BD-0144-4C08-A7A2-9E4291AE6DA4.jpeg,2024-06-06 14:39:26.725000+09:00,78,87,56
29A4AE8B-8093-4DD8-BE72-1637DBED8D2C,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/29A4AE8B-8093-4DD8-BE72-1637DBED8D2C.jpeg,2024-06-06 14:39:39.413000+09:00,106,113,72
24A7BEF9-BCD4-4435-967B-28C8C6EDCEBA,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/24A7BEF9-BCD4-4435-967B-28C8C6EDCEBA.jpeg,2024-06-06 14:39:43.326000+09:00,98,105,69
EC582B9E-5568-434E-A973-38691E787AD3,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/EC582B9E-5568-434E-A973-38691E787AD3.jpeg,2024-06-06 14:45:49.576000+09:00,177,164,156
02B015C6-21EA-4DF9-8121-78F99CBC0CB2,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/02B015C6-21EA-4DF9-8121-78F99CBC0CB2.jpeg,2024-06-06 14:59:39.907000+09:00,66,70,45
D7EE067D-7338-4E36-8FED-D68CEE2C6967,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/D7EE067D-7338-4E36-8FED-D68CEE2C6967.jpeg,2024-06-06 15:01:49.288000+09:00,115,118,92
2BE46084-F789-4155-87A7-A19BC0108335,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/2BE46084-F789-4155-87A7-A19BC0108335.jpeg,2024-06-06 15:01:50.903000+09:00,113,118,93
B859FC02-A769-485F-952F-9AA8B88D37DF,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B859FC02-A769-485F-952F-9AA8B88D37DF.jpeg,2024-06-06 15:01:52.880000+09:00,71,79,55
C8A3B597-FF2D-4A97-AECB-4478B4941C54,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/C8A3B597-FF2D-4A97-AECB-4478B4941C54.jpeg,2024-06-06 15:01:56.155000+09:00,112,113,95
3D3DE72C-950C-4209-8014-5DD6DC11EAC6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/3/3D3DE72C-950C-4209-8014-5DD6DC11EAC6.jpeg,2024-06-06 15:01:57.857000+09:00,119,120,109
F446BCAF-D379-47FE-B083-2CE0F139B189,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/F446BCAF-D379-47FE-B083-2CE0F139B189.jpeg,2024-06-06 15:01:58.734000+09:00,112,115,103
51EA7EF7-57C6-4F04-8844-8617F1CEC887,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/5/51EA7EF7-57C6-4F04-8844-8617F1CEC887.jpeg,2024-06-06 15:01:59.618000+09:00,113,115,101
ECCB12A7-0FAF-427A-8C55-D745496B9590,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/ECCB12A7-0FAF-427A-8C55-D745496B9590.jpeg,2024-06-06 15:01:59.769000+09:00,115,117,91
1FE720A4-DED8-40F6-82B3-5F7C8405BCD3,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/1FE720A4-DED8-40F6-82B3-5F7C8405BCD3.jpeg,2024-06-06 15:02:00.181000+09:00,114,115,100
EC7BD979-CE70-4710-B23B-22393216BE55,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/EC7BD979-CE70-4710-B23B-22393216BE55.jpeg,2024-06-06 15:02:05.294000+09:00,111,115,101
FEFBD41C-49D4-4E88-A82C-E72796CDBFE6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/FEFBD41C-49D4-4E88-A82C-E72796CDBFE6.jpeg,2024-06-06 15:02:05.752000+09:00,112,114,98
061FD955-8AC6-43F5-8547-882AE0F9E080,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/061FD955-8AC6-43F5-8547-882AE0F9E080.jpeg,2024-06-06 15:02:06.342000+09:00,112,114,98
10CF4E36-D24C-4291-815C-338DEAC12996,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/10CF4E36-D24C-4291-815C-338DEAC12996.jpeg,2024-06-06 15:02:06.907000+09:00,113,115,99
8B9C44B2-9359-4C6F-AE17-FCEEB9BB88B7,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/8/8B9C44B2-9359-4C6F-AE17-FCEEB9BB88B7.jpeg,2024-06-06 15:02:07.490000+09:00,111,113,97
DC81078B-49E6-4CE6-9DC1-4A2DEB312F0E,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/DC81078B-49E6-4CE6-9DC1-4A2DEB312F0E.jpeg,2024-06-06 15:02:08.064000+09:00,112,114,98
E283DFBD-AFA8-420B-829C-C30013205BAF,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/E283DFBD-AFA8-420B-829C-C30013205BAF.jpeg,2024-06-06 15:02:08.801000+09:00,112,114,99
353451DF-5C26-4E02-8956-63166BED65F6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/3/353451DF-5C26-4E02-8956-63166BED65F6.jpeg,2024-06-06 15:02:09.548000+09:00,112,115,99
57FDFFA3-099C-4B4C-B133-03ACF02E5F1A,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/5/57FDFFA3-099C-4B4C-B133-03ACF02E5F1A.jpeg,2024-06-06 15:02:10.368000+09:00,111,113,97
9664217B-57EE-48C5-84BE-1EB2AA1A6E63,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/9/9664217B-57EE-48C5-84BE-1EB2AA1A6E63.jpeg,2024-06-06 15:02:11.314000+09:00,117,118,105
B0F7F26C-934D-462B-83E8-754A3330B17C,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B0F7F26C-934D-462B-83E8-754A3330B17C.jpeg,2024-06-06 15:02:11.903000+09:00,114,116,101
6D5AF0B5-9F5E-467D-ADBD-0F870F7A2B69,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/6D5AF0B5-9F5E-467D-ADBD-0F870F7A2B69.jpeg,2024-06-06 15:02:12.432000+09:00,114,116,101
B1F6EA29-5D79-44ED-A1A1-4A6522CBB732,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B1F6EA29-5D79-44ED-A1A1-4A6522CBB732.jpeg,2024-06-06 15:02:12.943000+09:00,113,115,101
891E77C3-94C0-45EF-A3EE-E460D0350206,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/8/891E77C3-94C0-45EF-A3EE-E460D0350206.jpeg,2024-06-06 15:02:13.495000+09:00,113,115,100
44D76B14-82F8-45B8-BA6C-EC4571CD0586,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/4/44D76B14-82F8-45B8-BA6C-EC4571CD0586.jpeg,2024-06-06 15:02:14.073000+09:00,144,146,130
BC2C8F66-9F63-4A97-8534-B248EAEAD6E8,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/BC2C8F66-9F63-4A97-8534-B248EAEAD6E8.jpeg,2024-06-06 15:02:14.613000+09:00,181,178,160
81CC2C76-E170-4537-9AB0-C03CE598000E,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/8/81CC2C76-E170-4537-9AB0-C03CE598000E.jpeg,2024-06-06 15:02:15.209000+09:00,121,121,103
9EBE5329-DEE4-45D3-8507-3CE5B09C717A,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/9/9EBE5329-DEE4-45D3-8507-3CE5B09C717A.jpeg,2024-06-06 15:02:15.721000+09:00,117,118,101
F4665434-A403-47FE-B8A4-B52F6825CA34,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/F4665434-A403-47FE-B8A4-B52F6825CA34.jpeg,2024-06-06 15:02:16.291000+09:00,115,117,101
A7147972-BAC2-45B7-8D0A-A27A45CDA1E3,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/A7147972-BAC2-45B7-8D0A-A27A45CDA1E3.jpeg,2024-06-06 15:02:16.827000+09:00,115,116,100
26353E94-C54B-4C6D-8579-DD11A1F975B6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/26353E94-C54B-4C6D-8579-DD11A1F975B6.jpeg,2024-06-06 15:02:17.374000+09:00,114,116,99
11B48C22-572F-4B6C-83B4-0D41FC1FD0E6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/11B48C22-572F-4B6C-83B4-0D41FC1FD0E6.jpeg,2024-06-06 15:02:18.601000+09:00,137,139,123
EDAA9203-A2DD-4C64-A9E0-20BFA642FD56,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/EDAA9203-A2DD-4C64-A9E0-20BFA642FD56.jpeg,2024-06-06 15:02:19.312000+09:00,137,139,123
95475A1C-FB62-4E66-A4D6-06636C306400,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/9/95475A1C-FB62-4E66-A4D6-06636C306400.jpeg,2024-06-06 15:02:20.280000+09:00,143,145,128
0B6D9F92-03AD-49BC-B19D-D9567FD72C43,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/0B6D9F92-03AD-49BC-B19D-D9567FD72C43.jpeg,2024-06-06 15:02:21.113000+09:00,138,141,124
AC612F3A-9F8D-4344-B2E0-F909472D4E16,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/AC612F3A-9F8D-4344-B2E0-F909472D4E16.jpeg,2024-06-06 15:02:21.917000+09:00,139,143,125
A5A816E0-799A-456B-846D-3489DD046FB4,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/A5A816E0-799A-456B-846D-3489DD046FB4.jpeg,2024-06-06 15:02:22.762000+09:00,133,138,116
D6F85CB2-3513-4545-9C81-27A4B467B75D,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/D6F85CB2-3513-4545-9C81-27A4B467B75D.jpeg,2024-06-06 15:06:39.491000+09:00,80,85,52
B51D6B39-6CA6-4B58-B385-09C0DA645ED6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B51D6B39-6CA6-4B58-B385-09C0DA645ED6.jpeg,2024-06-06 15:06:39.706000+09:00,80,84,51
716698C0-AAAA-43C1-803A-1221AE96A3C6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/7/716698C0-AAAA-43C1-803A-1221AE96A3C6.jpeg,2024-06-06 15:06:57.972000+09:00,115,117,95
A3E630A5-A5D3-4FFD-91EC-29280E9579CA,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/A3E630A5-A5D3-4FFD-91EC-29280E9579CA.jpeg,2024-06-06 15:08:51.864000+09:00,156,155,148
AA2DF494-96EE-4EBA-8159-DC79AC66D51C,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/A/AA2DF494-96EE-4EBA-8159-DC79AC66D51C.jpeg,2024-06-06 15:08:54.297000+09:00,159,157,150
F17F841D-FD37-4CA6-84A4-13BAA943FE0B,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/F17F841D-FD37-4CA6-84A4-13BAA943FE0B.jpeg,2024-06-06 15:12:35.090000+09:00,195,192,185
E49E6FD8-9E83-4EB8-B63E-0F843740D68D,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/E49E6FD8-9E83-4EB8-B63E-0F843740D68D.jpeg,2024-06-06 15:14:16.143000+09:00,65,70,53
D0D0049F-F3A9-4B22-8745-576ED0F93153,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/D0D0049F-F3A9-4B22-8745-576ED0F93153.jpeg,2024-06-06 15:16:35.457000+09:00,61,69,38
6F75D049-9A71-4EA3-A1CD-5A6E9C8F0481,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/6F75D049-9A71-4EA3-A1CD-5A6E9C8F0481.jpeg,2024-06-06 15:19:10.576000+09:00,145,135,125
E1D0CD7A-41B3-40F3-B5D8-530DEB26D620,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/E/E1D0CD7A-41B3-40F3-B5D8-530DEB26D620.jpeg,2024-06-06 15:29:03.578000+09:00,194,185,181
918D7C84-6784-4B24-83BC-A8B2AD79D129,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/9/918D7C84-6784-4B24-83BC-A8B2AD79D129.jpeg,2024-06-06 15:31:16.168000+09:00,182,167,160
195F0D37-E034-4D4D-B34C-DEC2FCB10BB5,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/195F0D37-E034-4D4D-B34C-DEC2FCB10BB5.jpeg,2024-06-06 15:31:17.089000+09:00,189,174,165
79634110-1247-45E5-9CA3-A97554DB8FDC,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/7/79634110-1247-45E5-9CA3-A97554DB8FDC.jpeg,2024-06-06 15:31:17.752000+09:00,182,167,159
B7052757-FF4D-4E3F-887D-2EBB713F13E8,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B7052757-FF4D-4E3F-887D-2EBB713F13E8.jpeg,2024-06-06 15:31:18.343000+09:00,141,131,123
D2564E54-3C2E-435F-819C-FFBE9509A77B,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/D2564E54-3C2E-435F-819C-FFBE9509A77B.jpeg,2024-06-06 15:31:18.947000+09:00,188,174,166
B0A4ED91-7AA7-47CB-9F3D-400A3A3F57F3,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/B/B0A4ED91-7AA7-47CB-9F3D-400A3A3F57F3.jpeg,2024-06-06 15:31:19.449000+09:00,153,138,129
52FC3C95-A7EC-44AF-A1EA-F17531C1970A,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/5/52FC3C95-A7EC-44AF-A1EA-F17531C1970A.jpeg,2024-06-06 15:31:20.008000+09:00,183,169,159
6F8672E8-A899-4C27-8D46-CFE77D6CDA69,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/6F8672E8-A899-4C27-8D46-CFE77D6CDA69.jpeg,2024-06-06 15:31:20.507000+09:00,183,169,160
3968BB4F-3B63-4D96-B369-9EE8F5A761D6,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/3/3968BB4F-3B63-4D96-B369-9EE8F5A761D6.jpeg,2024-06-06 15:31:24.759000+09:00,139,128,121
C24D336C-A0B3-4713-A699-46484B114E07,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/C24D336C-A0B3-4713-A699-46484B114E07.jpeg,2024-06-06 15:31:25.192000+09:00,180,166,158
CD813D76-9AB1-490D-AA90-973FA7FC6A55,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/C/CD813D76-9AB1-490D-AA90-973FA7FC6A55.jpeg,2024-06-06 15:31:25.602000+09:00,180,165,158
D85927C1-D5C3-47AB-B5C8-CF49EB5FE154,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/D/D85927C1-D5C3-47AB-B5C8-CF49EB5FE154.jpeg,2024-06-06 15:31:26.140000+09:00,180,166,158
5A5B1337-764E-49B2-ADE9-A128F4374066,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/5/5A5B1337-764E-49B2-ADE9-A128F4374066.jpeg,2024-06-06 15:31:26.628000+09:00,181,167,159
2D932798-BE74-4F64-A919-4AE1FE449A24,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/2D932798-BE74-4F64-A919-4AE1FE449A24.jpeg,2024-06-06 15:31:27.112000+09:00,180,166,158
21F03E7E-D36F-4821-8CBB-2D5F355A1D5D,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/2/21F03E7E-D36F-4821-8CBB-2D5F355A1D5D.jpeg,2024-06-06 15:31:27.560000+09:00,188,173,165
071223CC-61EF-4C05-A121-FAE377E171EE,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/0/071223CC-61EF-4C05-A121-FAE377E171EE.jpeg,2024-06-06 15:31:28.028000+09:00,179,165,157
146636C8-A4AE-41F4-BE50-DBE65269F61A,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/1/146636C8-A4AE-41F4-BE50-DBE65269F61A.jpeg,2024-06-06 15:31:28.288000+09:00,180,165,156
33019D2A-3BF6-42A3-AAFE-36546B0C1A19,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/3/33019D2A-3BF6-42A3-AAFE-36546B0C1A19.jpeg,2024-06-06 15:31:28.496000+09:00,180,166,157
F20B265D-A363-4D09-B56E-B933A6BDCE48,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/F/F20B265D-A363-4D09-B56E-B933A6BDCE48.jpeg,2024-06-06 15:31:28.823000+09:00,196,181,172
654208EC-332A-455B-9803-F9C9811E4ABB,/Users/zachloo/Pictures/Photos Library.photoslibrary/originals/6/654208EC-332A-455B-9803-F9C9811E4ABB.jpeg,2024-06-06 15:31:29.327000+09:00,182,168,159
